"","Mound_ID","Shell_ID","Cage_ID","Cage_type","Mound_Num","Site","Sample_dat","Num_spat","Length_1","Length_2","Length_3","Length_4","Length_5","Total_m","meas30","meas25","meas20","percentless30","Num_spat_30","percentless25","Num_spat_25","percentless20","Num_spat_20","Mound_Treat","Deployment","treatbi","treattri","Sample_dat_num","salc","saln","curc","curn","logNum_spat","Obs"
"160","ClamShoal209",124705,"12470","Open",209,"Clam Shoal","Spring_2011",6,31.7,19.7,24,42.4,28.1,5,3,2,1,0.6,3.6,0.4,2,0.2,1.2,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,1.94591014905531,111
"161","ClamShoal209",117885,"11788","Control",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,112
"162","ClamShoal209",146691,"14669","Roof",209,"Clam Shoal","Spring_2011",2,41.9,19.2,NA,NA,NA,2,1,1,1,0.5,1,0.5,1,0.5,1,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,113
"164","ClamShoal209",117883,"11788","Control",209,"Clam Shoal","Spring_2011",7,39.6,44.3,35.5,50.2,46.8,5,0,0,0,0,0,0,0,0,0,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,2.07944154167984,114
"165","ClamShoal209",129148,"12914","Small Mesh",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,115
"166","ClamShoal209",124703,"12470","Open",209,"Clam Shoal","Fall_2011",1,29.8,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,116
"169","ClamShoal209",124708,"12470","Open",209,"Clam Shoal","Fall_2010",13,25.3,27.8,16.1,17.4,9.6,5,5,3,3,1,13,0.6,8,0.6,7.8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.63905732961526,117
"170","ClamShoal209",129146,"12914","Small Mesh",209,"Clam Shoal","Fall_2010",14,22.2,24,24.8,21.4,13.9,5,5,5,1,1,14,1,14,0.2,2.8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.70805020110221,118
"171","ClamShoal209",146697,"14669","Roof",209,"Clam Shoal","Fall_2010",16,15.7,18,19.2,13.6,25.5,5,5,4,4,1,16,0.8,13,0.8,12.8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.83321334405622,119
"172","ClamShoal209",145565,"14556","Large Mesh",209,"Clam Shoal","Spring_2011",11,25.5,32,55.9,45.5,21.8,5,2,1,0,0.4,4.4,0.2,2,0,0,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,2.484906649788,120
"173","ClamShoal209",129142,"12914","Small Mesh",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,121
"174","ClamShoal209",146691,"14669","Roof",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,122
"175","ClamShoal209",117883,"11788","Control",209,"Clam Shoal","Fall_2011",1,50.7,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,123
"177","ClamShoal209",129149,"12914","Small Mesh",209,"Clam Shoal","Fall_2010",8,20.1,16.1,14.6,18,11.2,5,5,5,4,1,8,1,8,0.8,6.4,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.19722457733622,124
"178","ClamShoal209",117882,"11788","Control",209,"Clam Shoal","Spring_2011",5,25.6,29.1,34.9,19.9,26.9,5,4,1,1,0.8,4,0.2,1,0.2,1,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,1.79175946922805,125
"185","ClamShoal209",129144,"12914","Small Mesh",209,"Clam Shoal","Spring_2011",1,19.7,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,126
"186","ClamShoal209",129147,"12914","Small Mesh",209,"Clam Shoal","Fall_2010",11,14.1,17.8,11.8,25.3,22.4,5,5,4,3,1,11,0.8,9,0.6,6.6,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.484906649788,127
"188","ClamShoal209",117882,"11788","Control",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,128
"189","ClamShoal209",146696,"14669","Roof",209,"Clam Shoal","Fall_2010",14,18.3,24.1,22.4,18.6,17.5,5,5,5,3,1,14,1,14,0.6,8.4,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.70805020110221,129
"190","ClamShoal209",117881,"11788","Control",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,130
"194","ClamShoal209",124704,"12470","Open",209,"Clam Shoal","Fall_2010",17,24.8,12.3,22.7,12.3,16.3,5,5,5,3,1,17,1,17,0.6,10.2,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.89037175789616,131
"196","ClamShoal209",146695,"14669","Roof",209,"Clam Shoal","Spring_2011",5,24.1,16.1,24.7,33.3,37.4,5,3,3,1,0.6,3,0.6,3,0.2,1,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,1.79175946922805,132
"197","ClamShoal209",129146,"12914","Small Mesh",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,133
"199","ClamShoal209",146699,"14669","Roof",209,"Clam Shoal","Fall_2010",7,27.1,14.7,22.1,23,17.9,5,5,4,2,1,7,0.8,6,0.4,2.8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.07944154167984,134
"200","ClamShoal209",129141,"12914","Small Mesh",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,135
"202","ClamShoal209",129145,"12914","Small Mesh",209,"Clam Shoal","Spring_2011",1,56.3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,136
"203","ClamShoal209",117881,"11788","Control",209,"Clam Shoal","Spring_2011",1,45.6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,137
"204","ClamShoal209",117885,"11788","Control",209,"Clam Shoal","Fall_2010",10,19,17.6,20.2,18.4,11,5,5,5,4,1,10,1,10,0.8,8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.39789527279837,138
"205","ClamShoal209",124707,"12470","Open",209,"Clam Shoal","Fall_2010",6,17.5,14.8,26.9,29.9,6.5,5,5,3,3,1,6,0.6,4,0.6,3.6,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,1.94591014905531,139
"210","ClamShoal209",145569,"14556","Large Mesh",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,140
"214","ClamShoal209",129143,"12914","Small Mesh",209,"Clam Shoal","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",3,"High",21.16,"High",8.87,0,141
"215","ClamShoal209",145567,"14556","Large Mesh",209,"Clam Shoal","Fall_2011",1,40.4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,142
"216","ClamShoal209",117883,"11788","Control",209,"Clam Shoal","Fall_2010",10,36.4,26.1,18.4,20,24.6,5,4,3,2,0.8,8,0.6,6,0.4,4,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.39789527279837,143
"219","ClamShoal209",117889,"11788","Control",209,"Clam Shoal","Fall_2010",18,24.7,19.5,17.3,15.1,32,5,4,4,3,0.8,14.4,0.8,14,0.6,10.8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.94443897916644,144
"220","ClamShoal209",124705,"12470","Open",209,"Clam Shoal","Fall_2011",1,27.8,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,145
"221","ClamShoal209",124707,"12470","Open",209,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,0,146
"223","ClamShoal209",124706,"12470","Open",209,"Clam Shoal","Fall_2010",20,12.1,23,22.6,17.3,25.3,5,5,4,2,1,20,0.8,16,0.4,8,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,3.04452243772342,147
"226","ClamShoal209",124703,"12470","Open",209,"Clam Shoal","Fall_2010",23,17.4,9.4,15,16.5,8.2,5,5,5,5,1,23,1,23,1,23,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,3.17805383034795,148
"230","ClamShoal209",124704,"12470","Open",209,"Clam Shoal","Fall_2011",3,34.4,28.6,43,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Late Large","Late","New","Late dep",4,"High",21.16,"High",8.87,1.38629436111989,149
"232","ClamShoal209",117887,"11788","Control",209,"Clam Shoal","Fall_2010",17,28.1,23.3,29.8,21.8,22.5,5,5,3,0,1,17,0.6,10,0,0,"Late Large","Late","New","Late dep",2,"High",21.16,"High",8.87,2.89037175789616,150
"240","ClamShoal210",880818,"88081","Large Mesh",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,151
"241","ClamShoal210",876124,"87612","Control",210,"Clam Shoal","Fall_2011",1,43.4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,152
"242","ClamShoal210",880814,"88081","Large Mesh",210,"Clam Shoal","Fall_2011",1,20.7,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,153
"243","ClamShoal210",880815,"88081","Large Mesh",210,"Clam Shoal","Fall_2011",1,60.1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,154
"244","ClamShoal210",876126,"87612","Control",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,155
"245","ClamShoal210",876123,"87612","Control",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,156
"246","ClamShoal210",876122,"87612","Control",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,157
"249","ClamShoal210",876125,"87612","Control",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,158
"250","ClamShoal210",883772,"88377","Roof",210,"Clam Shoal","Fall_2011",2,54.6,33.2,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,1.09861228866811,159
"251","ClamShoal210",883773,"88377","Roof",210,"Clam Shoal","Fall_2011",1,35.4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,160
"252","ClamShoal210",883777,"88377","Roof",210,"Clam Shoal","Fall_2011",2,56.6,29.2,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,1.09861228866811,161
"253","ClamShoal210",883778,"88377","Roof",210,"Clam Shoal","Fall_2011",2,51.4,49.7,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,1.09861228866811,162
"254","ClamShoal210",883779,"88377","Roof",210,"Clam Shoal","Fall_2011",1,61,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,163
"258","ClamShoal210",880816,"88081","Large Mesh",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,164
"259","ClamShoal210",880817,"88081","Large Mesh",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,165
"260","ClamShoal210",880815,"88081","Large Mesh",210,"Clam Shoal","Fall_2010",5,27.1,34.1,30.1,23.8,25.8,5,3,1,0,0.6,3,0.2,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.79175946922805,166
"261","ClamShoal210",880818,"88081","Large Mesh",210,"Clam Shoal","Fall_2010",3,35.9,30.2,21,NA,NA,3,1,1,0,0.333333333333333,1,0.333333333333333,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,167
"262","ClamShoal210",880819,"88081","Large Mesh",210,"Clam Shoal","Fall_2010",10,31.2,33.4,32,20.8,28.9,5,2,1,0,0.4,4,0.2,2,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,2.39789527279837,168
"268","ClamShoal210",876121,"87612","Control",210,"Clam Shoal","Fall_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,0,169
"269","ClamShoal210",876122,"87612","Control",210,"Clam Shoal","Fall_2010",2,30.2,47.4,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.09861228866811,170
"270","ClamShoal210",876126,"87612","Control",210,"Clam Shoal","Fall_2010",5,18.3,32.8,27.1,10.2,21.3,5,4,3,2,0.8,4,0.6,3,0.4,2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.79175946922805,171
"271","ClamShoal210",876124,"87612","Control",210,"Clam Shoal","Fall_2010",2,11.5,16.8,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.09861228866811,172
"272","ClamShoal210",876128,"87612","Control",210,"Clam Shoal","Fall_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,0,173
"273","ClamShoal210",870221,"87022","Small Mesh",210,"Clam Shoal","Fall_2010",4,30.5,32.8,27.4,36.6,NA,4,1,0,0,0.25,1,0,0,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.6094379124341,174
"274","ClamShoal210",870224,"87022","Small Mesh",210,"Clam Shoal","Fall_2010",3,25.8,15.7,38.5,NA,NA,3,2,1,1,0.666666666666667,2,0.333333333333333,1,0.333333333333333,1,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,175
"275","ClamShoal210",897151,"89715","Open",210,"Clam Shoal","Fall_2011",3,53.8,46.1,62.7,NA,NA,3,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,1.38629436111989,176
"276","ClamShoal210",883771,"88377","Roof",210,"Clam Shoal","Fall_2010",3,19.4,17.7,10.4,NA,NA,3,3,3,3,1,3,1,3,1,3,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,177
"277","ClamShoal210",883774,"88377","Roof",210,"Clam Shoal","Fall_2010",2,15.4,17,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.09861228866811,178
"278","ClamShoal210",883777,"88377","Roof",210,"Clam Shoal","Fall_2010",1,21.6,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,0.693147180559945,179
"279","ClamShoal210",883773,"88377","Roof",210,"Clam Shoal","Fall_2010",3,16,12,10.1,NA,NA,3,3,3,3,1,3,1,3,1,3,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,180
"280","ClamShoal210",883776,"88377","Roof",210,"Clam Shoal","Fall_2010",24,34.8,29.1,18,14.1,36,5,3,2,2,0.6,14.4,0.4,10,0.4,9.6,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,3.2188758248682,181
"287","ClamShoal210",897156,"89715","Open",210,"Clam Shoal","Spring_2011",4,41.6,31.3,50.3,25.7,NA,4,1,0,0,0.25,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.6094379124341,182
"288","ClamShoal210",883771,"88377","Roof",210,"Clam Shoal","Spring_2011",5,24.4,32.2,35.2,43.5,36.8,5,1,1,0,0.2,1,0.2,1,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.79175946922805,183
"289","ClamShoal210",883773,"88377","Roof",210,"Clam Shoal","Spring_2011",2,31.4,42.1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,184
"290","ClamShoal210",883774,"88377","Roof",210,"Clam Shoal","Spring_2011",7,22.7,41.8,37.9,16.2,34.6,5,2,2,1,0.4,2.8,0.4,3,0.2,1.4,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,2.07944154167984,185
"291","ClamShoal210",883776,"88377","Roof",210,"Clam Shoal","Spring_2011",24,39,29,27.1,65.7,60,5,2,0,0,0.4,9.6,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,3.2188758248682,186
"292","ClamShoal210",883777,"88377","Roof",210,"Clam Shoal","Spring_2011",1,53,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,187
"293","ClamShoal210",897152,"89715","Open",210,"Clam Shoal","Fall_2010",1,23.4,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,0.693147180559945,188
"294","ClamShoal210",897153,"89715","Open",210,"Clam Shoal","Fall_2010",5,22.1,26.9,29.8,35.3,26,5,4,1,0,0.8,4,0.2,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.79175946922805,189
"295","ClamShoal210",897155,"89715","Open",210,"Clam Shoal","Fall_2010",2,11.5,20.6,NA,NA,NA,2,2,2,1,1,2,1,2,0.5,1,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.09861228866811,190
"296","ClamShoal210",897156,"89715","Open",210,"Clam Shoal","Fall_2010",3,19.8,17.5,18.2,NA,NA,3,3,3,3,1,3,1,3,1,3,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,191
"297","ClamShoal210",897157,"89715","Open",210,"Clam Shoal","Fall_2010",4,10.7,24.1,27.3,9.1,NA,4,4,3,2,1,4,0.75,3,0.5,2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.6094379124341,192
"298","ClamShoal210",880811,"88081","Large Mesh",210,"Clam Shoal","Fall_2010",13,28.4,33.7,33.8,8.7,9.8,5,3,2,2,0.6,7.8,0.4,5,0.4,5.2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,2.63905732961526,193
"299","ClamShoal210",880814,"88081","Large Mesh",210,"Clam Shoal","Fall_2010",4,26.2,31.9,32.8,27.5,NA,4,2,0,0,0.5,2,0,0,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.6094379124341,194
"300","ClamShoal210",880811,"88081","Large Mesh",210,"Clam Shoal","Spring_2011",6,56.4,48.3,51.7,35.1,20.4,5,1,1,0,0.2,1.2,0.2,1,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.94591014905531,195
"301","ClamShoal210",880812,"88081","Large Mesh",210,"Clam Shoal","Spring_2011",5,43.7,34.7,21.6,32.3,52.5,5,1,1,0,0.2,1,0.2,1,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.79175946922805,196
"302","ClamShoal210",880814,"88081","Large Mesh",210,"Clam Shoal","Spring_2011",7,34.4,29.5,47.5,55.5,71.8,5,1,0,0,0.2,1.4,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,2.07944154167984,197
"303","ClamShoal210",880815,"88081","Large Mesh",210,"Clam Shoal","Spring_2011",4,54.7,60.7,51.3,52,NA,4,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.6094379124341,198
"304","ClamShoal210",880817,"88081","Large Mesh",210,"Clam Shoal","Spring_2011",3,46.7,54.2,62,NA,NA,3,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.38629436111989,199
"305","ClamShoal210",870221,"87022","Small Mesh",210,"Clam Shoal","Spring_2011",6,49.7,61.5,46.7,29.1,15.9,5,2,1,1,0.4,2.4,0.2,1,0.2,1.2,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.94591014905531,200
"306","ClamShoal210",870222,"87022","Small Mesh",210,"Clam Shoal","Spring_2011",2,17.9,26.4,NA,NA,NA,2,2,1,1,1,2,0.5,1,0.5,1,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,201
"307","ClamShoal210",870223,"87022","Small Mesh",210,"Clam Shoal","Spring_2011",4,22.1,59,47,20,NA,4,2,2,1,0.5,2,0.5,2,0.25,1,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.6094379124341,202
"308","ClamShoal210",870224,"87022","Small Mesh",210,"Clam Shoal","Spring_2011",2,42,51.1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,203
"309","ClamShoal210",870225,"87022","Small Mesh",210,"Clam Shoal","Spring_2011",1,35,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,204
"310","ClamShoal210",876121,"87612","Control",210,"Clam Shoal","Spring_2011",2,12.4,28.2,NA,NA,NA,2,2,1,1,1,2,0.5,1,0.5,1,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,205
"311","ClamShoal210",876122,"87612","Control",210,"Clam Shoal","Spring_2011",2,27.8,36.8,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,206
"312","ClamShoal210",876123,"87612","Control",210,"Clam Shoal","Spring_2011",1,41.9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,207
"313","ClamShoal210",876124,"87612","Control",210,"Clam Shoal","Spring_2011",4,43.6,36.7,51.1,43.2,NA,4,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.6094379124341,208
"314","ClamShoal210",876125,"87612","Control",210,"Clam Shoal","Spring_2011",2,25.3,51.7,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.09861228866811,209
"315","ClamShoal210",870225,"87022","Small Mesh",210,"Clam Shoal","Fall_2010",3,19.7,20.9,8.2,NA,NA,3,3,3,2,1,3,1,3,0.666666666666667,2,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,210
"316","ClamShoal210",870226,"87022","Small Mesh",210,"Clam Shoal","Fall_2010",3,33.9,35,25.2,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.38629436111989,211
"317","ClamShoal210",870227,"87022","Small Mesh",210,"Clam Shoal","Fall_2010",6,28,38.3,36.5,29.8,20.8,5,3,1,0,0.6,3.6,0.2,1,0,0,"Late Small","Late","New","Late dep",2,"High",21.16,"High",8.87,1.94591014905531,212
"318","ClamShoal210",897152,"89715","Open",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,213
"319","ClamShoal210",897153,"89715","Open",210,"Clam Shoal","Fall_2011",2,54.4,56,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,1.09861228866811,214
"320","ClamShoal210",897155,"89715","Open",210,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0,215
"321","ClamShoal210",897158,"89715","Open",210,"Clam Shoal","Fall_2011",1,44.6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",4,"High",21.16,"High",8.87,0.693147180559945,216
"323","ClamShoal210",897152,"89715","Open",210,"Clam Shoal","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,0,217
"324","ClamShoal210",897153,"89715","Open",210,"Clam Shoal","Spring_2011",7,59.7,42.5,58.5,47.7,38.1,5,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,2.07944154167984,218
"325","ClamShoal210",897154,"89715","Open",210,"Clam Shoal","Spring_2011",1,43.2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,0.693147180559945,219
"326","ClamShoal210",897155,"89715","Open",210,"Clam Shoal","Spring_2011",3,27.3,30.3,41.6,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Late Small","Late","New","Late dep",3,"High",21.16,"High",8.87,1.38629436111989,220
