ID,Site ,Gear,Season,Date ,Year,rep,Species,T. Length ,Weight,S. Length (cm),Stomach,Comments
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Threadfin herring,184,52,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,185,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,182,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,191,78,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,173,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,175,52,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,94,8,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,87,6,,N,
3012,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,159,62,,Y,
3013,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,151,48,,Y,
3014,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,162,58,,Y,
3015,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,155,48,,Y,
3016,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Croaker,193,78,,Y,
3017,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Croaker,175,68,,Y,
3018,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Bluefish,233,162,,Y,
3019,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spanish mackeral,410,392,,Y,
3020,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,156,48,,Y,
3021,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,161,54,,Y,
3022,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,156,56,,Y,
3023,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,152,50,,Y,
3024,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,165,64,,Y,
3025,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,163,56,,Y,
3026,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,168,66,,Y,
3027,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,160,58,,Y,
3028,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,155,52,,Y,
3029,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,159,56,,Y,
3030,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,164,60,,Y,
3031,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,158,60,,Y,
3032,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,160,54,,Y,
3033,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Spot,159,56,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,180,48,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,175,68,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,185,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,188,66,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,193,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,182,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,196,66,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,193,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,101,88,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Atlantic Menhaden,176,54,,N,
3034,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Kingfish,234,134,,Y,
3035,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Kingfish,233,134,,Y,
3036,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Kingfish,239,136,,Y,
3037,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Croaker,192,74,,Y,
3038,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Croaker,201,106,,Y,
3039,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Croaker,334,372,,Y,
3040,Gibbs Shoal,Net,Spring,6/14/2010,2010,3,Speckled trout,257,154,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,187,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,176,54,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,183,58,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,188,64,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,210,78,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,173,50,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,186,60,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,186,58,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,188,64,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,181,58,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,192,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,175,50,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,183,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Atlantic Menhaden,180,54,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Threadfin herring,201,66,,N,
3041,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Croaker,193,84,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Speckled trout,144,26,,Y,
3042,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,166,66,,Y,
3043,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,167,54,,Y,
3044,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,155,52,,Y,
3045,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,168,54,,Y,
3046,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,153,56,,Y,
3047,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,162,54,,Y,
3048,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Spot,153,48,,Y,
3049,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Croaker,176,58,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Blue_crab,130,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Blue_crab,137,124,,N,
3050,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,171,66,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,149,48,,N,
3051,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,154,48,,Y,
3052,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,158,50,,Y,
3053,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,167,64,,Y,
3054,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,167,54,,Y,
3055,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,164,60,,Y,
3056,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,156,62,,Y,
3057,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,162,68,,Y,
3058,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,163,62,,Y,
3059,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,158,44,,Y,
3060,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,154,60,,Y,
3061,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,158,54,,Y,
3062,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,161,569,,Y,
3063,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,154,48,,Y,
3064,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,158,50,,Y,
3065,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,167,54,,Y,
3066,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,171,58,,Y,
3067,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,165,62,,Y,
3068,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,163,56,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,134,62,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,186,60,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,205,80,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,186,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,171,44,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,196,20,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,190,64,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,195,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,160,38,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,172,44,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,183,56,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,181,46,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Atlantic Menhaden,182,44,,N,
3069,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Croaker,101,88,,Y,
3070,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Croaker,215,165,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,harvestfish,175,106,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Threadfin herring,205,72,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Threadfin herring,180,48,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Threadfin herring,171,42,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Threadfin herring,185,66,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Blue_crab,111,58,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Threadfin herring,193,60,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Threadfin herring,191,62,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Threadfin herring,172,52,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Threadfin herring,191,60,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Pinfish,126,26,,N,
3072,Gibbs Shoal,Net,Spring,5/25/2011,2011,2,Croaker,105,80,,Y,
3073,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Spanish mackeral,370,326,,Y,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,193,70,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,172,48,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,179,54,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,194,68,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,195,62,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,200,76,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,194,66,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Threadfin herring,187,62,,N,
3074,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Spanish mackeral,378,346,,Y,
3075,Gibbs Shoal,Net,Spring,5/25/2011,2011,1,Tautog,266,392,,Y,
3076,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Croaker,165,46,,Y,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Threadfin herring,187,58,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Blue_crab,146,120,,N,
,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Blue_crab,140,142,,N,
3077,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Bluefish,275,198,,Y,
3078,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,275,182,,Y,
3079,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,208,216,,Y,
3080,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,295,192,,Y,
3081,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,268,150,,Y,
3082,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,246,112,,Y,
3083,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,265,166,,Y,
3084,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,389,474,,Y,
3085,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Speckled trout,244,116,,Y,
3086,Gibbs Shoal,Net,Spring,5/25/2011,2011,3,Silver Perch,180,72,,Y,
4000,Crab Hole,Net,Fall,9/9/2011,2011,3,Speckled Trout,382,496,,Y,
4001,Crab Hole,Net,Fall,9/9/2011,2011,3,Tautog,267,410,,Y,
4002,Crab Hole,Net,Fall,9/9/2011,2011,2,Tautog,288,502,,Y,
4003,Crab Hole,Net,Fall,9/9/2011,2011,2,Speckled Trout,385,474,,Y,
4004,Crab Hole,Net,Fall,9/9/2011,2011,2,Spanish mackeral,500,988,,Y,
4005,Crab Hole,Net,Fall,9/9/2011,2011,2,Sheepshead,461,2268,,Y,
4006,Crab Hole,Net,Fall,9/9/2011,2011,2,Sheepshead,495,2488,,Y,
4007,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Bluefish,399,659.98,,Y,
4008,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Bluefish,450,859.56,,Y,
4009,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,434,773.38,,Y,
4010,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,397,644,,Y,
4011,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,416,676,,Y,
4012,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,392,638,,Y,
4013,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,412,762,,Y,
4014,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,400,614,,Y,
4015,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Bluefish,432,710,,Y,
4016,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Spanish mackeral,600,1480,,Y,
4017,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Speckled Trout,395,562,,Y,
4018,Clam Shoal,Net,Fall,9/14/2011,2011,1,Pinfish,150,54,,Y,
,Clam Shoal,Net,Fall,9/14/2011,2011,2,Ballyhoo,210,30,,N,
,Clam Shoal,Net,Fall,9/14/2011,2011,2,Mahara,89,10,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Harvestfish,169,92,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,3,Atlantic Spadefish,115,64,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Atlantic Spadefish,98,46,,N,
4019,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Pigfish,153,56,,Y,
4020,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Atlantic Croaker,187,76,,Y,
4021,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Atlantic Croaker,242,192,,Y,
4022,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Atlantic Croaker,195,108,,Y,
4023,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Bluefish,273,216,,Y,pregnant
4024,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Bluefish,270,218,,Y,
4025,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Bluefish,268,176,,Y,
4026,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Spanish mackeral,242,94,,Y,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,2,Threadfin Herring,197,84,,N,
4027,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,229,112,,Y,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Atlantic Spadefish,92,34,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,114,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,175,68,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,191,78,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,116,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,121,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,117,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,119,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,115,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,112,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,95,8,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,109,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,110,12,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,115,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,116,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Threadfin Herring,124,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Spot,172,54,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Spot,181,66,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Spot,184,66,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,1,Spot,194,76,,N,
4028,Crab Hole,Net,Fall,9/9/2011,2011,1,Pinfish,165,70,,Y,
4029,Crab Hole,Net,Fall,9/9/2011,2011,1,Pigfish,161,74,,Y,
4030,Crab Hole,Net,Fall,9/9/2011,2011,1,Pigfish,179,64,,Y,
4031,Crab Hole,Net,Fall,9/9/2011,2011,1,Pigfish,155,52,,Y,
4032,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,242,138,,Y,
4033,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,229,134,,Y,
4034,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,232,118,,Y,
4035,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,260,178,,Y,
4036,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,240,140,,Y,
4037,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,229,118,,Y,
4038,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,245,130,,Y,
4039,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,230,116,,Y,
4040,Crab Hole,Net,Fall,9/9/2011,2011,1,Bluefish,231,120,,Y,
4041,Crab Hole,Net,Fall,9/9/2011,2011,1,Spanish mackeral,384,374,,Y,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,123,20,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,112,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,114,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,105,12,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,117,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,112,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,112,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,119,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,120,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,115,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,104,12,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,124,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,124,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,111,14,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,118,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,127,20,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,115,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,120,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,110,12,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,120,18,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,109,12,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,3,Threadfin Herring,117,16,,N,
4042,Crab Hole,Net,Fall,9/9/2011,2011,3,Spot,176,70,,Y,
4043,Crab Hole,Net,Fall,9/9/2011,2011,3,Pinfish,175,86,,Y,
4044,Crab Hole,Net,Fall,9/9/2011,2011,3,Bluefish,271,188,,Y,
4045,Crab Hole,Net,Fall,9/9/2011,2011,3,Bluefish,234,116,,Y,
4046,Crab Hole,Net,Fall,9/9/2011,2011,3,Bluefish,260,158,,Y,
4047,Crab Hole,Net,Fall,9/9/2011,2011,3,Bluefish,233,124,,Y,
,Crab Hole,Net,Fall,9/9/2011,2011,2,Threadfin Herring,115,16,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,2,Threadfin Herring,195,100,,N,
,Crab Hole,Net,Fall,9/9/2011,2011,2,Threadfin Herring,203,80,,N,
4048,Crab Hole,Net,Fall,9/9/2011,2011,2,Spot,181,86,,Y,
4049,Crab Hole,Net,Fall,9/9/2011,2011,2,Spot,155,50,,Y,
4050,Crab Hole,Net,Fall,9/9/2011,2011,2,Bluefish,238,126,,Y,
4051,Crab Hole,Net,Fall,9/9/2011,2011,2,Bluefish,235,116,,Y,
4052,Crab Hole,Net,Fall,9/9/2011,2011,2,Bluefish,236,130,,Y,
4053,Crab Hole,Net,Fall,9/9/2011,2011,2,Speckled Trout,324,356,,Y,
4054,Crab Hole,Net,Fall,9/9/2011,2011,2,Speckled Trout,309,354,,Y,
4055,Crab Hole,Net,Fall,9/9/2011,2011,2,Speckled Trout,325,346,,Y,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,105,50,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,109,54,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,101,44,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,122,82,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,102,50,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,102,44,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,115,66,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,104,50,,N,
,Gibbs Shoal,Net,Fall,9/13/2011,2011,1,Spadefish,149,144,,N,
,Middle Bay,CT,Early summer,7/2/2009,2009,1,None,,,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,2,None,,,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,6,None,,,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,4,Toadfish,359,270,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,5,Pinfish,113,140,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,3,Toadfish,270,416,,,
,Middle Bay,CT,Early summer,7/2/2009,2009,3,Pinfish,140,104,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,1,None,,,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,2,None,,,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,3,None,,,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,4,Toadfish,310,220,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,5,Toadfish,220,160,,,
,Crab Hole,CT,Early summer,7/8/2009,2009,6,,150,50,,,
,West Bluff,CT,Early summer,7/14/2009,2009,1,None,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,2,None,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,4,Black_seabass,,170,172,,
,West Bluff,CT,Early summer,7/14/2009,2009,5,Pinfish,,5,59,,
,West Bluff,CT,Early summer,7/14/2009,2009,3,Toadfish,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,4,Toadfish,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,5,Toadfish,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,5,Toadfish,,,,,
,West Bluff,CT,Early summer,7/14/2009,2009,6,Black_seabass,172,170,,,
,West Bluff,CT,Early summer,7/14/2009,2009,5,Pinfish,59,5,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,1,None,,,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,3,None,,,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,6,None,,,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,5,Toadfish,212,140,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,2,Black_seabass,152,35,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,4,Toadfish,212,140,,,
,Ocracoke,CT,Early summer,7/15/2009,2009,4,Black_seabass,152,35,,,
,South River,CT,Early summer,7/17/2009,2009,1,None,,,,,
,South River,CT,Early summer,7/17/2009,2009,2,None,,,,,
,South River,CT,Early summer,7/17/2009,2009,3,None,,,,,
,South River,CT,Early summer,7/17/2009,2009,4,None,,,,,
,South River,CT,Early summer,7/17/2009,2009,5,None,,,,,
,South River,CT,Early summer,7/17/2009,2009,6,None,,,,,
1444,Middle Bay,CT,Late summer,8/17/2009,2009,2,Pinfish,96,17,,n,
,Middle Bay,CT,Late summer,8/17/2009,2009,1,None,,,,,
,Middle Bay,CT,Late summer,8/17/2009,2009,3,None,,,,,
,Middle Bay,CT,Late summer,8/17/2009,2009,4,None,,,,,
,Middle Bay,CT,Late summer,8/17/2009,2009,5,None,,,,,
,Middle Bay,CT,Late summer,8/17/2009,2009,6,None,,,,,
1188,West Bay,CT,Late summer,8/18/2009,2009,1,Pigfish,126,20,,n,
,West Bay,CT,Late summer,8/18/2009,2009,2,None,,,,,
,West Bay,CT,Late summer,8/18/2009,2009,3,None,,,,,
,West Bay,CT,Late summer,8/18/2009,2009,4,None,,,,,
,West Bay,CT,Late summer,8/18/2009,2009,5,None,,,,,
,West Bay,CT,Late summer,8/18/2009,2009,6,None,,,,,
,South River,CT,Late summer,8/19/2009,2009,1,None,,,,,
,South River,CT,Late summer,8/19/2009,2009,2,None,,,,,
,South River,CT,Late summer,8/19/2009,2009,3,None,,,,,
,South River,CT,Late summer,8/19/2009,2009,4,None,,,,,
,South River,CT,Late summer,8/19/2009,2009,5,None,,,,,
